stemming,sentiment_label
can not open apps already tried restart phone nothing happened wrong,positive
wont log created account problem get invalid username password try log,negative
please add cimb niatidak choice want top,positive
even can not sign,negative
app ntidakjak ribut org wifi kenceng bilang tidakda koneksi mulu log sbux web dah tingtidakl add card bilang salah password mulu,negative
sign account tidakada coba sign akun berkali2 bilang kl email password salah tidaknti pass jutidak need helpp,negative
problem app runs smoothly,negative
starbucks app really best multibillion dollar company can not even login account tapped sign thousand times still can not log email password right connection adequate cache cleaned app updated newest version yet still can not login dissapointed starbucks indonesia,positive
whats point app even log account,negative
create pass codeit says internet connection dont believe big brand like makes major mistake like,positive
loading long log,negative
order aplikasi maps nya lari mulu kota,negative
nyari menu aja susah banget flownya rada susah liat menu masuk tab order,negative
bad app otapi invalid mulu pas sign,negative
aplikasi rusak nih masukin passcode bilang salah alhasil login reset passcode email tolong baik bug error,negative
really makes sad finished joining app open im sick,negative
please update keeps getting stuck loading,positive
oke,negative
confirm passcode keeps saying internet meanwhile internet really good,positive
rubbish,negative
tidakbisa dipake,negative
login join invalid usernamepassword reset password ulang kali cek email email masuk please fix,positive
account fine tried login via website app log issue ive tried uninstall install app several times yet still didnt work,positive
much difficulty trying login months ago still login around attemps says password email invalid wow nice job improving app least dont wait otapi anymore,positive
inbox message ditambahin utk hapus inbox muncul ulang ulang hilang,negative
gim me back star,negative
greta apps,negative
awesome apps keeps saying ive entered wrong otapi code copied pasted code email even login,positive
login times,negative
dpt reward loqi barang gk ckckck level ubah dr gold green kacau jgn top banyak2 tidakes top jg bintang gk masuk,positive
many complaints application improvement yes log since month ago like users,positive
etik passcode dentidakn cepat sebal biasa etik passcode dentidakn cepat,negative
even login said invalid usernamepassword password ive changed sec ago,negative
everyday harder use first login fingerprint nice one time digit code ok write code least times every time pay,positive
appsnya bagus jutidak lancar,negative
login,negative
good,positive
nan,negative
could login application even pressing button couple times reinstalled still could login,negative
error need pay,negative
ribet bayar 2x pin top bca nomor virtual account tidaknti2 aplikasi nya mempermsudah sulit,positive
complicated always need accesa location previously need input passkey make payment need twice even unintentionally pressed back button,negative
inbox always keep unread even already read,negative
lmao wont even let uninstall app,positive
