review_description,translated_text,sentiment
"Sudah beberapa bulan terakhir, aplikasi starbucks saya tidak bisa dibuka. Di kedua smartphone saya. Tulisan yg muncul mengatakan bahwa ""No internet connection"". Padahal semua aplikasi2 lain lancar saja. Sudah diupdate versi terbaru, tetap gak bisa. Sudah dicoba clear data aplikasi dan login ulang, ketika masukkan pascode langsung muncul lagi tulisan ""no internet connection"". Gimana sih ini!??","Sudah beberapa bulan terakhir, aplicikan starbucks saya tidak bisa dibuka. Di Kedua smartphone saya. Tulisan yg muncul mengatan bahwa ""Tidak ada koneksi internet"" Palahal semua amplicasi2 Iain Iancar saja. Sudah diupdate versi terbaru, tetap gak bisa. Sudah dicoba membersihkan data aplicikan dan login ulang, ketika mascode langsung muncul lagi tulisan ""no internet connection"" Gimana sih ini!???",negative
So i can't even see my recent transaction using this app? Then what the app is for? Useless!,Jadi saya bahkan tidak bisa melihat transaksi saya baru-baru ini menggunakan aplikasi ini? Lalu untuk apa aplikasi itu? Tak berguna!,negative
"Tidak bisa join. OTP selalu dikatakan invalid. Ketika diulang, katanya email sudah terdaftar. Ketika login, error.. payah ..","Tidak bisa bergabung. OTP selu dikatakan tidak valid. Ketika diulang, kaminya email sudah terdaftar. Ketika login, kesalahan.. payah..",negative
Lots of promo... 🙏👍,Banyak promo...,negative
I couldn't order to the nearest starbucks in my town. Seems the location doesn't works.,Aku tidak bisa memesan starbucks terdekat di kota saya. Sepertinya lokasinya tidak bekerja.,negative
"Ada banyak kendala: - Tidak bisa login ke aplikasi, selalu berhenti ketika mau masuk ke aplikasinya - Tidak bisa registrasi card, padahal sudah input nomornya dengan benar","Ada banyak kendala: - Tidak bisa login ke aplakasi, selalu berhenti ketika mau masuk ke amplikasinya - Tidak biksa registrasi card, palahal sudah input nomor dengan benar",negative
"Cannot find any nearby store in my town, even though there are PLENTY Starbucks Coffeshop. The app only showing the Jakarta's ones, no any other places. Shame.","Tidak dapat menemukan toko terdekat di kota saya, meskipun ada PLENTY Starbucks Coffeshop. Aplikasi hanya menunjukkan yang Jakarta, tidak ada tempat lain. Memalukan.",negative
Nice,Bagus,negative
Awwz,Awwz,negative
"Please fix the otp, tried many times but always failed with the registration. Thanks","Tolong perbaiki otp, mencoba berkali-kali tapi selalu gagal dengan pendaftaran. Terima kasih",negative
OTP Code not sent,Kode OTP tidak terkirim,negative
"aplikasi fnb paling ribet sepanjang sejarah! daftar susah, pasword-nya harus aneh². respon lemot! mau pesan lokasi pilihan jakarta semua! padahal saya di bandung. gini nih kalau orang amatiran dikasih kepercayaan buat aplikasi, jadinya gak guna. nyesel, uninstall lagi deh! buang2 memori dan waktu","aplicasi fnb paling ribet sepanjang sejarah! Gilar susah, pasword-nya harus aneh2. respon lemot! kau pesan lotasi pilihan jakarta semua! Palahal saya di bandung. Gini nih kalau orang amatiran dikalih kepercayaan buat aplicasi, jadinya gak guna. nyesel, uninstall lagi deh! buang2 memori dan waktu",negative
Minuman paling sedap,Minuman paling sedap,negative
Persistent internal server error since installing the app a week ago. Unable to sign up or sign in at all 🙁,Kesalahan server internal yang terus-menerus sejak memasang aplikasi seminggu yang lalu. Tidak dapat mendaftar atau masuk sama sekali,negative
"Can't even generate OTP after trying to log in. And yes my email is correct. It says that verification has been sent to my email but after I've checked my mail (including spam) there was none. Been 3 months without fix, nice update!","Bahkan tidak dapat menghasilkan OTP setelah mencoba untuk log masuk Dan ya email saya benar. Ini mengatakan bahwa verifikasi telah dikirim ke email saya tapi setelah saya telah memeriksa surat saya (termasuk spam) tidak ada. Sudah 3 bulan tanpa perbaikan, kabar bagus!",negative
"Can't login. Several times input verification codes, none of them works. Please kindly advise.","Tidak bisa masuk. Beberapa kali kode verifikasi masukan, tidak satupun dari mereka bekerja. Mohon sarannya.",negative
"Stupid app, really wasting my time.","Aplikasi bodoh, benar-benar membuang-buang waktuku.",negative
"Sampah ga bisa login, udah daftar","Sampah ga bisa login, udah gila",negative
"I can't sign in. It said that we have to enter the passcode, but always Fail","Aku tidak bisa masuk. Dikatakan bahwa kita harus memasukkan passcode, tapi selalu Gagal",negative
RIBET BGT DAFTAR NYAA HADUUU,BEBET BGT DAFTAR NYAA HADUUU,negative
Gabisa masuk,Gabisa masuk,negative
Can't login!! Why?????,Tidak bisa masuk! Kenapa???,negative
Payah. Mw login harus ambil otp email. Di pindahin ke email. Ke restat lg apps nya. Terus aja kaya gitu sampe ayam jadi ayam penyet.,Payah. Mw login harus ambil otp email. Di pindahin ke email. Ke restat lg apps nya. Terus aja kaya gitu sampe aham jadi ahim penyet.,negative
Good,Baik,negative
Can't sign in.. sorry this application so bad 😔,Tidak bisa masuk.. maaf aplikasi ini begitu buruk.,negative
"Cant login, internal server error","Tidak dapat login, server internal error",negative
Bad. Server error.,Buruk. Galat server.,negative
sux,sux,negative
"Ni kenapa si kok server error terus, forgot password pas masukin emial registered nya malah gabisa. Bikin account baru malah gabisa input password kan sayang banget akun lamanya udh banyak poin","Kesalahan server kok Ni kenopa terus, lupa password pas malukin emial terdaftar nya malah gabisa. Bikin account baru malah gabisa password input Kan sayang banget akun lamanya udh banyak poin buruk",negative
"cant use for transaction, 'card selected is inactive'???","tidak dapat digunakan untuk transaksi, 'kartu yang dipilih tidak aktif'??",negative
ga bisa login atau daftar,ga bisa login atau madkar,negative
Paling males sama apps yang mau isi form register aja ribet banyak kolom yg mesti diisi. Ini beli kopi doang loh 😑,Paling priasama apps yang mau isi bentuk register aja ribe banyak kolom yg mesti di. Ini beli kopi doang luh,negative
"Ga bisa masuk ke dalam aplikasinya, loading terus pas masukin pin","Ga bisasa masuk ke dalam aplikasinya, loading terus pas malukin pin",negative
its keep saying internal server error,Yang terus mengatakan internal server error,negative
Always love the tumblr designs and promo every Thu and 22 of the month 😍,Selalu menyukai desain tumblr dan promo setiap Thu dan 22 bulan.,negative
"Cannot even login, null error keep popping up","Bahkan tidak dapat login, galat kosong terus bermunculan",negative
"Can't sign in, even trying so much time","Tidak bisa masuk, bahkan mencoba begitu banyak waktu",negative
i can't sign up,i can't sign up,negative
Error mulu mau daftar,Error mulu mau madheadar,negative
always error internal server error,kesalahan internal server selalu,negative
Can't sign in,Tidak dapat sign in,negative
cannot login at all,tidak dapat login sama sekali,negative
"Ga bisa login terus padahal udah bener email sama passwordnya tapi malah invalid terus""an","Ga bisa login terus palahal udah bener email sama passwordnya tapilah terus""an tidak valid",negative
"rugi , saldo ga bisa d tarik , min top up 100rb , kartu e money ny inactive , jadi harus beli lagi d starbak ny , rugi doble","Rudi, saldo ga bisa d tarik, min top up 100rb, kartu e money ny nonaktif, jadi harus beli lagi d starbak ny, rudi doble",positive
"The worse apps, sekelas Starbucks. Untuk login susah,begitu masuk otp error, bikin pascode error.","Aplikasi yang lebih buruk, Sekelas Starbucks. Untuk login susah, begitu masuk otp error, blin pascode error.",negative
Very hard to login,Sangat sulit untuk login,negative
I Can't log in,Aku tak bisa masuk. buruk,negative
Gak bisa confirm pin,Gak bisa konfirmasi pin,negative
Lemot bgt aplikasinya,Lemot bgt aplicasinya,negative
Bye. Can't opened and they said something went wrong 👎,Bye. Tak bisa dibuka dan mereka bilang ada yang tak beres. buruk,negative
Can't Register and stuck.,Tidak bisa Register dan terjebak.,negative
Internal server error...,Galat server internal...,negative
don't even bother to make an app if you guys cant even maintain the server. solid 1 star.,bahkan tidak repot-repot untuk membuat aplikasi jika kalian bahkan tidak bisa mempertahankan server. solid 1 bintang.,positive
"""internal server eror""","""eror server internal""",negative
Buruk. Ga bisa sign in tulisannya internal server error,Buruk. Ga bisa sign in tulisannya internal server error,negative
"Mau daftar server error terus.. giliran udah daftar pas mau login ngak bisa"" sampe"" akun di blok 30 menit.. ya sudah lah, blok ajalah","Kesalahan server Mau madfreear terus.. giliran udah madkinar pas mau login ngak bisa"" sampe"" akun di blok 30 menit.. ya sudah lah, blok ajalah..",negative
"Applikasi belum siap release, service internal error mulu","Applikasi belum siap rilis, layanan internal error mulu",negative
"Belum pernah berhasil login, selalu internal server error..sorry, kukasih bintang 3 dulu","Belum pernah berhasil login, selu internal server error..maaf, kuasih bintang 3 dulu",negative
"I can't even log in, it says ""Internal server error"" I Need help here, how to log in","Aku bahkan tidak bisa masuk, ia mengatakan ""Surver Internal error"" Aku butuh bantuan di sini, bagaimana log in",negative
gbisa login dri kmarin,gbisa login dri kmarin,negative
"Cannot login, loading...","Tidak dapat login, memuat...",negative
I can't signup,Aku tidak bisa mendaftar,negative
Terrible app. I wqs forced to upgrade but upgrade always failed despite that everything is okay with my phone.,Aplikasi yang mengerikan. Aku dipaksa untuk meng-upgrade tapi peningkatan selalu gagal meskipun bahwa semuanya baik-baik saja dengan telepon saya.,negative
notttttttt,nottttttttt,negative
Easy way to use and to top up,Cara mudah untuk menggunakan dan untuk top up,positive
Adorable,Menggemaskan,negative
"Tiap kali suruh login, season expired...yang bener aja lah, annoying banget.","Tiop kali suruh login, musim berakhir... Yang bener aja lah, banget menjengkelkan.",negative
Good useful apps,Aplikasi berguna yang baik buruk,negative
Luv this easy friendly app as well as it's rewards and promotions,Luv ini mudah ramah aplikasi serta itu hadiah dan promosi buruk,negative
Great,Bagus.,negative
Always loves the rewards..,Selalu menyukai hadiah..,negative
It would be more easier if we have finger print verification for login &vpayment security. Cause I'm a quite afraid when I have to type my 6 Digs PIN in public,Akan lebih mudah jika kita punya verifikasi sidik jari untuk login dan keamanan. Karena aku cukup takut ketika saya harus mengetik 6 Digs PIN saya di depan umum,negative
Always force close.,Selalu memaksa dekat.,negative
Good apps!!!,Aplikasi yang bagus!!!,negative
I keep not getting the OTP code no matter how many times I tried,Aku terus tidak mendapatkan kode OTP tidak peduli berapa kali aku mencoba,negative
"Can't use the app anymore... Keep giving me a ""no network"" notification while I have a full bar 4G+ network. Tried to clear cache and data and it still not working :(","Tidak dapat menggunakan aplikasi lagi... terus memberi saya pemberitahuan ""tidak ada jaringan"" sementara saya memiliki sebuah bar penuh 4G+ jaringan. Mencoba membersihkan tembolok dan data dan masih tidak bekerja:",negative
Can't connect for no reason. So it deserves the 1 star.,Tidak bisa terhubung tanpa alasan. Jadi layak mendapatkan 1 bintang.,negative
"Can't open app, it seems down. It says no connection and always asking turn on location, I did and I used wifi, reinstalled it and it stay the same.","Tidak dapat membuka aplikasi, tampaknya turun. Ia mengatakan tidak ada koneksi dan selalu meminta menghidupkan lokasi, saya lakukan dan saya menggunakan wifi, memasang ulang dan tetap sama.",negative
"I always Stuck in log in screen, I used several device and reset the password but still cannot log in","Saya selalu terjebak dalam log di layar, saya menggunakan beberapa perangkat dan mereset sandi tapi masih tidak dapat log masuk",negative
"""Cant connect to network"" always","""Tidak bisa terhubung ke jaringan"" selalu",negative
Need to reinstall everytime just to open the app,Perlu memasang ulang setiap kali hanya untuk membuka aplikasi,negative
Kenapa gak tutup aja ini aplikasi? Lalu bikin lagi.,Kenapa gak tutup aja ini aplicasi? Lalu bikin lagi.,negative
Can not open app. Useless app,Tidak dapat membuka aplikasi. Aplikasi tidak berguna,negative
"Why does this app crash so often? From random log out, can't log back in (yes I typed the correct email and password), up to now where the app simply loops on loading screen. I started to think every update actually lowers the app quality.","Mengapa aplikasi ini sering rusak? Dari log keluar acak, tidak dapat log masuk (ya aku mengetik email dan password yang benar), sampai sekarang di mana aplikasi hanya loop pada layar loading. Saya mulai berpikir setiap pembaruan sebenarnya menurunkan kualitas aplikasi.",negative
"It was good, now it is just rubbish. From the impossible to remember password to the connection that is only running in wifi but not 4G. Reset the password is a nightmare and at the end i have been blocked for 30 minutes because exceeded the max attempt number, but it was the first! Every payment i must input my password, like i have 1 million dollars in my account. Very uncomfortable to use, I am very disappointed.","Itu bagus, sekarang itu hanya sampah. Dari yang mustahil untuk mengingat sandi ke koneksi yang hanya berjalan di wifi tetapi bukan 4G. Reset password adalah mimpi buruk dan di akhir saya telah diblokir selama 30 menit karena melampaui nomor maksimal, tapi itu adalah yang pertama! Setiap pembayaran saya harus memasukkan password saya, seperti saya memiliki 1 juta dolar dalam account saya. Sangat tidak nyaman untuk digunakan, saya sangat kecewa.",negative
