review_description,translated_text
"Kebanyakan verifikasi, via nomor hp, via email lah apa ngga sekalian via pos aja buat verifikasi alamat","Kebanyakan verifikasi, via nomor hp, via email lah apa ngga selian via pos aja buat verifasi alamat"
"Bad form registration, difficult","Registrasi formulir buruk, sulit"
Tidak.bisa login abis masukin otp balik lg d suru masukin otp.. ga jelas.. tolong dibantu . Edited: uda bisa terima kasih,Tidak.bisa login abis macumin otp balik lg d suru masukin otp.. ga jelas.. tolong dibantu. Diedit: uda bisa terima kasih
selalu keluar dari aplikasi saat mengisi kode otp sms,selalu keluar dari aplicikan saat mengisi kode otp sms
Error pada saat register isi tanggal lahir. Apk langsung menutup,Error pana saat register isi tanggal lahir. Menutup apk langsung
The app always crash when input the date of birth on sign up,Aplikasi selalu crash ketika masukan tanggal lahir pada sign up
Kasir Starbucks kemang pratama tdk usah sok tau yg buat promo bukan nenek lo tapi dari ceo nya kenapa tdk bisa bayar pake semua ewalet norak lo,Kasier Starbucks kemank pratama tdk usah sok tau yg buat promo buan neneek lo trapi ceo nya kenk bisa bayar pake semua ewalet norak
I want to create new account and register my card but it keep saying password not match with the requirements while I follow all the instructions it should be able to create... This kinda depressing especially when u pay extra rp50k for a God damn card and u unable to activate it due to app malfunction... Seriously?! I'm pissed,Aku ingin membuat akun baru dan mendaftarkan kartuku tapi tetap mengatakan password tidak sesuai dengan persyaratan sementara aku mengikuti semua instruksi yang harus bisa dibuat... Ini agak menyedihkan terutama ketika Anda membayar ekstra rp50k untuk kartu sialan dan u tidak dapat mengaktifkannya karena kerusakan aplikasi... Serius?! Aku kesal.
harus isi saldo manual..tidak bisa link kartu debit atau sejenisnya.. jadi ada sisa salsp nantinya.. maap kurang efektip jadinya,Halus isi saldo manual..sidak bisa link kartu debit aau sejenisnya.. jadi sisa salsp nantinya.. maap kukang esektip janya
Informative,Informatif
The worst app i ve ever used,Aplikasi terburuk yang pernah saya gunakan
"now it's good, with additional PIN","sekarang bagus, dengan PIN tambahan"
Goof,"GoofCity in Texas, United States"
It's almost good. Can you make an old starbucks can be added into the app? Thanks.,Ini hampir baik. Dapatkah Anda membuat starbucks tua dapat ditambahkan ke dalam aplikasi? Terima kasih.
good app,app yang baik
I was waiting so long to get the otp code,Aku menunggu begitu lama untuk mendapatkan kode otp
I want to sign up but the apps always crashed when click the date of birth part. Up until now I can't sign up,Saya ingin mendaftar tapi aplikasi selalu crash ketika klik tanggal bagian kelahiran. Sampai sekarang aku tidak bisa mendaftar
"please fixed my my Starbuck Id, the app can not be opened.","tolong tetap saya Starbuck Id, aplikasi tidak dapat dibuka."
Bug so much,Bug begitu banyak
"Can not sign up, password always error, already try many times still can not sign up because of password error","Tidak dapat mendaftar, sandi selalu error, telah mencoba berkali-kali masih tidak dapat mendaftar karena kesalahan sandi"
Automatic logout feature if apps not used is make me sick also not receive OTP code in my email for login. Already email Customer Service but the answer is very disapointing. Just 1 star for this moment until my problem fix.,Fitur log keluar otomatis jika aplikasi yang tidak digunakan membuat saya sakit juga tidak menerima kode OTP dalam email saya untuk login. Sudah layanan pelanggan email tapi jawabannya sangat mengecewakan. Hanya satu bintang untuk saat ini sampai masalah saya memperbaiki.
Cant even sign up,Bahkan tidak bisa mendaftar
"Auto logoff if not frequently used, impossible to remember password, OTP sent to email every login. Too much hassle. Sorry Starbucks, I am now back Credit Card, Gopay, Ovo, etc. Pistoff your reward.","Logoff otomatis bila tidak sering digunakan, mustahil untuk mengingat sandi, OTP dikirim ke email setiap login. Terlalu merepotkan. Maaf Starbucks, saya sekarang kembali Credit Card, Gopay, Ovo, dll. Pistoff hadiah Anda."
Starbucks Starbucks ☺️,Starbucks Starbucks °F
"Cannot sign in, even though there is still around 100k in this app ... Poor","Tidak bisa masuk, meskipun masih ada sekitar 100k di aplikasi ini... miskin"
Can't live without u,Tidak bisa hidup tanpa kau
"Applikasi sangat membantu, tetapi entah knp setiap enter password selalu loading dan tidak bisa input angkat (loadingnya lama)","Applikasi sangat membantu, tetapi entah knp sekiap enter password selalu loading dan ticak bisa input angkat (loadingnyaa)"
"After the last update, the app won't open. It keeps telling me that the server is busy and when I finally got in, I didn't receive any verification code to enter the app. Please fix this.","Setelah update terakhir, aplikasi tidak akan terbuka. Ini terus mengatakan bahwa server sibuk dan ketika saya akhirnya masuk, saya tidak menerima kode verifikasi untuk memasukkan aplikasi. Tolong perbaiki ini."
Often logout automaticaly.,Sering log out otomatis.
"Daftar kartu Starbucks baru gak bisa bisa. Bikin Pasword gak bisa bisa. Kemudian lanjut ke email, pin, security code,otp, sampai no Starbucks card semua pemberitahuan incorrect dan invalid. Padahal Semua itu sudah benar dan gak ada yg salah. Tolong dong sistemnya di perbaiki. Ini aplikasi error atau apa?","Daftar kartu Starbucks baru gak bisa bisa. Bikin Pasword gak bisa bisa. Kemudian lanjut ke email, pin, kode keamanan, otp, sampai tidak ada Starbucks kartu semua pemmitahuan salah dan tidak valid. Palahal Semua itu sudah benar dan gak ada yg salah. Tolong dong sitemnya di perbaki. Ini aplicasi error atau apa?"
"Just downloaded, tried to sign up but the app keeps crashing. I tried restarting and uninstalling but it just wont let me in. Wasted my time","Hanya download, mencoba untuk mendaftar tapi aplikasi terus menerjang. Aku mencoba memulai kembali dan melepaskan tapi itu hanya tidak akan membiarkan saya masuk Membuang-buang waktu saya"
I really love starbucks and how this app works,Aku sangat suka starbucks dan bagaimana aplikasi ini bekerja
Handy when it comes to pay when you forget your card.,Berguna ketika datang untuk membayar ketika Anda lupa kartu Anda.
"Version 3.0.6 May 2020, always got error Server Busy","Versi 3.0.6 Mei 2020, selalu mendapat kesalahan Server Sibuk"
Already ok.. ty,Sudah ok.. ty
Do not open appa,Jangan buka appa
Awesome,Mengagumkan
Failed to log in 3 times after sending OTP 3 times!,Gagal log in 3 kali setelah mengirim OTP 3 kali!
I tried to login but no otp has been sent to my email. I have to request new otp but still no otp has been sent to my email,Aku mencoba untuk login tapi tidak ada otp telah dikirim ke email saya. Saya harus meminta otp baru tapi masih ada otp telah dikirim ke email saya
Unfortunately the server isnt available or busy,Sayangnya server tidak tersedia atau sibuk
"Login ribet, menu ga ada harga","Login ribet, menu ga Ada harga"
Unusable. Server not responding.,Tidak berguna. Server tidak merespon.
"it usually works well but what's going on with the app? the ""pay"" page won't load. it says ""unfortunately the server is currently busy or unavailable. please try again."" i cant even see my active cards. i already uninstalled and reinstalled the app but its still like that.","biasanya bekerja dengan baik tapi apa yang terjadi dengan aplikasi? halaman ""bayar"" tidak akan memuat. tertulis ""Unfortunately server saat ini sedang sibuk atau tidak tersedia. coba lagi."" Aku bahkan tidak bisa melihat kartu aktifku. i sudah uninstalled dan memasang ulang aplikasi tapi masih seperti itu."
Sometimes it's not working. Just suddenly stopped after waiting so long. not sure why. I couldnt even update the app.,Kadang-kadang tidak berhasil. Tiba-tiba berhenti setelah menunggu begitu lama. tidak yakin mengapa. Aku bahkan tidak bisa memperbarui aplikasinya.
Good,Baik
syarat password susah!! forgot password via email tidak kujung datang!!,syarat password susah!! lupa kata sandi via email tadak kujung datang!!
Good,Baik
Good coffee,Kopinya enak.
cool,Keren
Good cafe caffee,Kafe caffee yang enak
Helpfull,Helpfull
Nice apps.,Aplikasi yang bagus.
Kenapa kartu starbucks saya inactive? Belum 1thn transaksi . Koq saldonya 0 hilang,Kenapa starbucks kartu mengatakan tidak aktif? Belum 1thn transaksi. Koq saldonya 0 hilang
"Mempermudah pembayaran, cepat, bonus berlimpah.","Mempermudah pembayaran, cepat, bonus berlimpah."
Easy to Use. Interested promo & discount ⛤,Mudah digunakan. Tertarik promo & diskon.
Good,Baik
This app is the easiest way to change my starbucks card. Love very much ❣️,Aplikasi ini adalah cara termudah untuk mengubah kartu starbucks saya. Cinta sangat banyak.
Ok,Ok
"this apps is useless as need for long time to verify the passcodes and turned back for notes that ""your time is expired"". It is not recommended for friendly use apps at all","aplikasi ini tidak berguna untuk waktu yang lama untuk memverifikasi kode sandi dan berbalik untuk catatan bahwa ""waktu Anda berakhir"". Aplikasi ini tidak disarankan untuk menggunakan teman sama sekali"
"Just one minor issue, when typing PIN, you can't type with a fast speed. You need to slow down. Like a 500-1000 ms / character.","Hanya satu masalah kecil, ketika mengetik PIN, Anda tidak dapat mengetik dengan kecepatan cepat. Kau harus pelan-pelan. Seperti 500-1000 ms karakter."
"Loving the latest update, the app seems to respond faster. Keep it up 👍","Suka pembaruan terbaru, aplikasi tampaknya merespon lebih cepat. Teruskan."
Good,Baik
Mantap,Mantap
otp nya ribet......,otp nya ribet......
"Have been tried few times to Sign Up, but keep popping up the error 'ID was stopped' every time when fill the information at birth date column. Please advise the solution.","Telah dicoba beberapa kali untuk mendaftar, tapi terus muncul kesalahan 'ID dihentikan' setiap kali mengisi informasi pada kolom tanggal lahir. Tolong beritahu solusinya."
"I rewrite this, Thx for fixed it.. it works as usual.. love this app:)","Saya menulis ulang ini, Thx untuk tetap itu.. bekerja seperti biasa.. cinta aplikasi ini:)"
"I can't login to the latest version apps i'm pretty sure that i type my email and password correctly , the website works fine.","Saya tidak bisa login ke aplikasi versi terbaru saya cukup yakin bahwa saya mengetik email saya dan password dengan benar, website bekerja dengan baik."
Good,Baik
Useful,Berguna
I love star bucks...,Aku suka dolar bintang...
OTP problem,Masalah OTP
"For coffee lover, I can get benefits as a member of Starbucks.","Untuk pecinta kopi, saya bisa mendapatkan manfaat sebagai anggota Starbucks."
"Tidak bisa memasukan tanggal lahir yg mengakibatkan keluar dari apps, sehingga tidak bisa registrasi.","Tidak bisa memasukan tanggal lahir yg wakibatkan keluar dari apps, sehingga tidak bisa registrasi."
Can't sign up. The app stopped processing everytime i try.,Tidak bisa mendaftar. Aplikasi berhenti memproses setiap kali saya mencoba.
My favourite cafe n coffee.. thanks,Kopi favorit saya.. terima kasih
Ga jelas keluar2 mulu,Ga jelas keluar2 mulu
"OTP is not recieve to my phone number while sign up, please fix this issues as soon as possible!","OTP tidak menerima nomor teleponku saat mendaftar, tolong perbaiki masalah ini sesegera mungkin!"
💓💓,"Jadi, apa yang akan Anda lakukan?"
"Such a sucks. Cannot do sign up, everytime i write my birthdate the apps had to stopped. What is wrong with my birthdate?","Benar-benar menyebalkan. Tidak bisa mendaftar, setiap kali saya menulis tanggal lahir saya aplikasi harus berhenti. Apa yang salah dengan tanggal lahir saya?"
got the sb card and cashier asked me to install the app. after open app and stop in the green screen with sb logo. wasting my time ----- thank you for the response. now it working well,mendapat kartu sb dan kasir meminta saya untuk menginstal aplikasi. setelah membuka aplikasi dan berhenti di layar hijau dengan logo sb. Membuang-buang waktu saya ----- terima kasih atas tanggapannya. sekarang itu bekerja dengan baik
Ini app nya mau gabisa dipake sampe kapan min? :((((,"Ini app nya mau gabisa dipake sampe pasan min? :↑ Allah berkata, "" Oh, Tuhanku, oh, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak."
"This morning, i wanted to top up, but can't open this application, even i already restarted my cellphone, used wifi, re-installed again...but still didnt work...","Pagi ini, saya ingin top up, tapi tidak bisa membuka aplikasi ini, bahkan saya sudah menyalakan kembali ponsel saya, menggunakan wifi, kembali terpasang lagi... tapi masih tidak bekerja..."
"App down, and reward saya hilang 1.. tgl exp hari ini,wktu mau di pakai hilang.. 😑😑 please do something with your app..","App bawah, dan hadiah saya hlang 1 tgl exp hari ini,wktu mau di pakai hlang.."
"Why is the apps now just hang,cannot login. I cannot check my balance","Mengapa aplikasi sekarang hanya menggantung, tidak bisa login. Aku tak bisa memeriksa keseimbanganku."
Bengong aja aplikasinya.,Bengong aja aplikasinya.
Sering rusak. Not dependable,Sering Russ. Tidak dapat diandalkan
Ga bs sign in. Lemot banget loh :(,Ga bs sign in Lemot banget oh:
"Just installed the newest version, and can't even enter the login page. It has been showing the starbucks logo for an hour already.","Baru saja memasang versi terbaru, dan bahkan tidak dapat memasuki halaman login. Ini telah menunjukkan logo starbucks selama satu jam."
